transaction_id,customer_id,product_id,sale_date,sale_amount,quantity,store_id,region,discount
TXN011179,CUST3630,PROD249,2024-03-28,238.89,1.0,ST004,West,0.0
TXN011180,CUST8323,PROD814,2024-03-28,207.65,5.0,ST002,North,0.0
TXN011181,CUST1615,PROD605,2024-03-28,249.69,4.0,ST003,South,0.0
TXN011182,CUST5043,PROD190,2024-03-28,95.72,10.0,ST005,East,4.86
TXN011183,CUST8042,PROD852,2024-03-28,342.02,1.0,ST003,East,34.09
TXN011184,CUST2656,PROD770,2024-03-28,90.72,3.0,ST003,West,4.65
TXN011185,CUST5600,PROD504,2024-03-28,206.82,8.0,ST003,West,0.0
TXN011186,CUST6604,PROD124,2024-03-28,187.78,6.0,ST001,East,2.4
TXN011187,CUST5535,PROD613,2024-03-28,79.0,6.0,ST001,East,0.0
TXN011188,CUST2030,PROD181,2024-03-28,186.58,10.0,ST003,West,0.0
TXN011189,CUST7123,PROD981,2024-03-28,375.68,1.0,ST003,West,0.0
TXN011190,CUST7077,PROD320,2024-03-28,,3.0,ST003,East,0.0
TXN011191,CUST3468,PROD878,2024-03-28,255.54,1.0,ST002,South,0.0
TXN011192,CUST3785,PROD683,2024-03-28,245.17,5.0,ST005,North,0.0
TXN011193,CUST8472,PROD708,2024-03-28,217.81,9.0,ST004,South,0.0
TXN011194,CUST6646,PROD266,2024-03-28,27.58,9.0,ST005,West,0.0
TXN011195,CUST2472,PROD187,2024-03-28,35.39,10.0,ST004,West,0.0
TXN011196,CUST1634,PROD267,2024-03-28,413.44,7.0,ST004,East,41.01
TXN011197,CUST2255,PROD663,2024-03-28,417.66,10.0,ST005,East,0.0
TXN011198,CUST8614,PROD733,2024-03-28,449.04,8.0,ST002,North,17.97
TXN011199,CUST3696,PROD751,2024-03-29,125.35,6.0,ST003,North,0.0
TXN011200,CUST2667,PROD129,2024-03-29,390.72,10.0,ST002,East,0.0
TXN011201,CUST8179,PROD341,2024-03-29,33.94,9.0,ST001,East,0.0
TXN011202,CUST1064,PROD641,2024-03-29,55.05,8.0,ST002,West,0.0
TXN011203,CUST8054,PROD114,2024-03-29,30.1,2.0,ST001,East,0.0
TXN011204,CUST7806,PROD341,2024-03-29,470.82,2.0,ST001,North,0.0
TXN011205,CUST9350,PROD373,2024-03-29,276.88,6.0,ST004,South,0.0
TXN011206,CUST4674,PROD953,2024-03-29,418.34,2.0,ST002,East,33.32
TXN011207,CUST9046,PROD515,2024-03-29,199.21,7.0,ST003,East,0.0
TXN011208,CUST6435,PROD729,2024-03-29,62.06,2.0,ST003,East,3.56
TXN011209,CUST8258,PROD771,2024-03-29,400.64,8.0,ST002,North,26.99
TXN011210,CUST2613,PROD885,2024-03-29,440.02,4.0,ST005,West,0.0
TXN011211,CUST1116,PROD677,2024-03-29,103.6,1.0,ST004,North,0.0
TXN011212,CUST4697,PROD449,2024-03-29,354.15,10.0,ST005,West,16.94
TXN011213,CUST8236,PROD260,2024-03-29,432.92,7.0,ST004,East,34.33
TXN011214,CUST7370,PROD282,2024-03-29,167.01,6.0,ST002,East,0.0
TXN011215,CUST8451,PROD726,2024-03-29,378.15,3.0,ST005,North,0.0
TXN011216,CUST4187,PROD606,2024-03-29,85.88,10.0,ST003,West,6.19
TXN011217,CUST4293,PROD971,2024-03-29,253.14,6.0,ST001,North,0.0
TXN011218,CUST3047,PROD871,2024-03-29,340.04,3.0,ST004,North,0.0
TXN011219,CUST4914,PROD506,2024-03-29,438.1,7.0,ST003,West,0.0
TXN011220,CUST1707,PROD468,2024-03-29,488.84,8.0,ST002,South,0.0
TXN011221,CUST9174,PROD935,2024-03-29,178.98,4.0,ST003,East,0.0
TXN011222,CUST1917,PROD221,2024-03-29,166.41,7.0,ST001,West,6.4
TXN011223,CUST4537,PROD444,2024-03-29,261.96,9.0,ST002,West,0.0
TXN011224,CUST5353,PROD558,2024-03-29,303.56,7.0,ST004,East,0.0
TXN011225,CUST2324,PROD390,2024-03-29,157.65,6.0,ST001,South,3.09
TXN011226,CUST3442,PROD369,2024-03-29,320.89,10.0,ST001,East,0.0
TXN011227,CUST9004,PROD370,2024-03-29,72.84,6.0,ST005,North,0.0
TXN011228,CUST7225,PROD428,2024-03-29,156.9,9.0,ST002,West,0.0
TXN011229,CUST8516,PROD818,2024-03-29,100.4,5.0,ST001,West,0.0
TXN011230,CUST4281,PROD723,2024-03-29,350.51,3.0,ST003,North,0.0
TXN011231,CUST6246,PROD118,2024-03-29,151.93,10.0,ST001,North,0.0
TXN011232,CUST7464,PROD604,2024-03-29,16.4,9.0,ST004,West,0.0
TXN011233,CUST5391,PROD131,2024-03-29,259.07,3.0,ST005,South,0.0
TXN011234,CUST4532,PROD747,2024-03-29,464.22,1.0,ST005,South,0.0
TXN011235,CUST4789,PROD633,2024-03-29,167.81,9.0,ST005,South,0.0
TXN011236,CUST9093,PROD125,2024-03-29,414.69,7.0,ST004,South,6.96
TXN011237,CUST9019,PROD962,2024-03-29,46.92,6.0,ST004,West,0.58
TXN011238,CUST8867,PROD436,2024-03-29,127.92,7.0,ST002,West,0.0
TXN011239,CUST7267,PROD771,2024-03-29,301.31,0.0,ST004,North,0.0
TXN011240,CUST9625,PROD995,2024-03-29,147.72,10.0,ST004,South,8.64
TXN011241,CUST4083,PROD312,2024-03-29,211.74,2.0,ST005,East,0.0
TXN011242,CUST8798,PROD661,2024-03-29,474.58,4.0,ST001,North,0.0
TXN011243,CUST1461,PROD744,2024-03-29,190.35,5.0,ST003,North,0.0
TXN011244,CUST7623,PROD661,2024-03-29,294.02,8.0,ST003,South,0.0
TXN011245,CUST9948,PROD564,2024-03-29,165.48,9.0,ST002,South,0.0
TXN011246,CUST2593,PROD659,2024-03-29,444.52,4.0,ST005,North,0.0
TXN011247,CUST3125,PROD969,2024-03-29,52.48,8.0,ST002,South,0.0
TXN011248,CUST1104,PROD647,2024-03-29,,7.0,ST001,West,0.0
TXN011249,CUST3327,PROD615,2024-03-29,239.87,5.0,ST004,South,0.0
TXN011250,CUST2051,PROD979,2024-03-29,17.6,9.0,ST002,North,0.0
TXN011251,CUST9530,PROD950,2024-03-29,64.78,2.0,ST001,South,6.4
TXN011252,CUST9999,PROD802,2024-03-29,409.36,6.0,ST004,North,22.25
TXN011253,CUST7677,PROD583,2024-03-29,62.94,7.0,ST003,South,0.0
TXN011254,CUST4931,PROD972,2024-03-29,354.98,3.0,ST004,West,0.0
TXN011255,CUST1759,PROD910,2024-03-29,110.01,8.0,ST002,West,0.0
TXN011256,CUST3914,PROD689,2024-03-29,20.09,2.0,ST002,West,0.0
TXN011257,CUST2101,PROD957,2024-03-29,87.86,4.0,ST005,North,0.0
TXN011258,CUST6650,PROD783,2024-03-29,403.45,8.0,ST002,East,21.51
TXN011259,CUST3135,PROD810,2024-03-29,433.93,5.0,ST004,South,25.72
TXN011260,CUST5312,PROD689,2024-03-29,339.63,8.0,ST003,South,29.5
TXN011261,CUST4494,PROD756,2024-03-29,413.45,6.0,ST004,West,19.59
TXN011262,CUST2033,PROD924,2024-03-29,326.22,1.0,ST001,East,0.0
TXN011263,CUST4657,PROD850,2024-03-29,145.57,,ST004,South,0.0
TXN011264,CUST3836,PROD150,2024-03-29,262.84,6.0,ST005,North,0.0
TXN011265,CUST2725,PROD469,2024-03-29,399.51,2.0,ST004,East,0.0
TXN011266,CUST9267,PROD519,2024-03-29,74.93,1.0,ST004,West,0.0
TXN011267,CUST7719,PROD381,2024-03-29,126.94,9.0,ST005,East,4.73
TXN011268,CUST5077,PROD466,2024-03-29,298.41,3.0,ST001,South,0.0
TXN011269,CUST1685,PROD171,2024-03-29,496.0,7.0,ST003,North,0.0
TXN011270,CUST8587,PROD369,2024-03-29,251.09,3.0,ST002,East,17.18
TXN011271,CUST7438,PROD740,2024-03-29,215.15,8.0,ST005,East,0.0
TXN011272,CUST6498,PROD917,2024-03-29,329.51,4.0,ST002,East,12.62
TXN011273,CUST1769,PROD819,2024-03-29,498.3,2.0,ST003,South,0.0
TXN011274,CUST7650,PROD457,2024-03-29,28.47,7.0,ST001,South,2.35
TXN011275,CUST6926,PROD997,2024-03-29,350.18,6.0,ST004,South,0.0
TXN011276,CUST7789,PROD338,2024-03-29,,0.0,ST002,North,0.0
TXN011277,CUST6510,PROD808,2024-03-29,-10.0,7.0,ST002,East,6.14
TXN011278,CUST9155,PROD171,2024-03-29,95.2,7.0,ST002,North,0.0
TXN011279,CUST4663,PROD934,2024-03-29,227.99,8.0,ST001,West,11.51
TXN011280,CUST8801,PROD990,2024-03-29,272.06,1.0,ST001,West,0.0
TXN011281,CUST2083,PROD521,2024-03-29,441.45,10.0,ST005,South,3.88
TXN011282,CUST6403,PROD972,2024-03-29,459.18,7.0,ST004,South,44.6
TXN011283,CUST5485,PROD234,2024-03-29,27.04,8.0,ST005,East,1.25
TXN011284,CUST8509,PROD785,2024-03-29,41.07,8.0,ST003,West,0.0
TXN011285,CUST7857,PROD944,2024-03-29,226.23,2.0,ST003,South,0.0
TXN011286,CUST9721,PROD688,2024-03-29,445.37,7.0,ST001,West,0.0
TXN011287,CUST1182,PROD612,2024-03-29,261.35,8.0,ST001,North,0.0
TXN011288,CUST7040,PROD210,2024-03-29,-10.0,9.0,ST002,North,0.0
TXN011289,CUST7463,PROD146,2024-03-29,,6.0,ST002,South,0.64
TXN011290,CUST2874,PROD101,2024-03-29,94.14,1.0,ST001,South,0.0
TXN011291,CUST2170,PROD521,2024-03-29,22.17,10.0,ST002,South,0.0
TXN011292,CUST4096,PROD569,2024-03-29,10.86,10.0,ST005,West,0.0
TXN011293,CUST7858,PROD350,2024-03-29,128.07,10.0,ST002,South,0.0
TXN011294,CUST1853,PROD960,2024-03-29,15.97,,ST002,East,0.23
TXN011295,CUST1137,PROD141,2024-03-29,200.7,3.0,ST002,East,19.25
TXN011296,CUST9650,PROD514,2024-03-29,31.44,7.0,ST003,South,2.17
TXN011297,CUST1412,PROD751,2024-03-29,433.32,3.0,ST005,North,0.0
TXN011298,CUST3865,PROD574,2024-03-29,206.52,10.0,ST005,North,0.0
TXN011299,CUST5395,PROD422,2024-03-29,32.96,9.0,ST002,North,0.0
TXN011300,CUST3783,PROD892,2024-03-29,482.42,7.0,ST005,South,0.0
TXN011301,CUST3705,PROD939,2024-03-29,343.34,8.0,ST002,East,18.05
TXN011302,CUST9024,PROD396,2024-03-29,164.99,8.0,ST003,North,3.08
TXN011303,CUST9887,PROD373,2024-03-29,379.17,1.0,ST005,East,0.0
TXN011304,CUST4248,PROD246,2024-03-29,327.64,7.0,ST003,South,32.37
TXN011305,CUST9494,PROD344,2024-03-29,382.81,9.0,ST002,West,0.0
TXN011306,CUST7396,PROD745,2024-03-29,470.47,5.0,ST003,West,31.59
TXN011307,CUST6387,PROD379,2024-03-29,67.86,3.0,ST002,West,0.0
TXN011308,CUST2179,PROD526,2024-03-29,99.83,6.0,ST002,South,6.6
TXN011309,CUST2107,PROD711,2024-03-29,337.81,4.0,ST002,East,0.0
TXN011310,CUST6458,PROD248,2024-03-29,388.47,5.0,ST003,South,25.49
TXN011311,CUST1972,PROD462,2024-03-29,91.51,8.0,ST002,North,0.0
TXN011312,CUST7203,PROD841,2024-03-29,65.7,2.0,ST005,West,0.0
TXN011313,CUST4743,PROD775,2024-03-29,397.62,10.0,ST003,East,0.0
TXN011314,CUST1396,PROD931,2024-03-29,491.98,3.0,ST002,North,0.0
TXN011315,CUST8115,PROD888,2024-03-29,233.35,9.0,ST004,East,11.14
TXN011316,CUST1029,PROD964,2024-03-29,163.81,1.0,ST002,West,0.34
TXN011317,CUST4808,PROD631,2024-03-29,428.98,1.0,ST001,North,0.0
TXN011318,CUST4570,PROD701,2024-03-29,15.81,2.0,ST001,North,0.0
TXN011319,CUST1828,PROD680,2024-03-29,475.62,9.0,ST002,North,0.0
TXN011320,CUST1060,PROD302,2024-03-29,427.55,9.0,ST005,West,0.0
TXN011321,CUST6476,PROD217,2024-03-29,446.46,2.0,ST004,South,0.0
TXN011322,CUST5676,PROD156,2024-03-29,401.4,7.0,ST002,East,0.0
TXN011323,CUST6817,PROD792,2024-03-29,449.41,6.0,ST002,West,21.49
TXN011324,CUST2462,PROD424,2024-03-29,334.82,3.0,ST002,North,0.0
TXN011325,CUST4264,PROD241,2024-03-29,357.26,4.0,ST004,North,0.0
TXN011326,CUST9685,PROD593,2024-03-29,171.39,5.0,ST005,West,4.55
TXN011327,CUST3466,PROD398,2024-03-29,462.47,7.0,ST004,,0.0
TXN011328,CUST3971,PROD713,2024-03-29,135.6,5.0,ST002,South,0.0
TXN011329,CUST1376,PROD114,2024-03-29,62.19,5.0,ST002,North,0.0
TXN011330,CUST2107,PROD544,2024-03-29,324.02,10.0,ST004,North,0.0
TXN011331,CUST8522,PROD764,2024-03-29,32.04,4.0,ST001,South,3.04
TXN011332,CUST4528,PROD456,2024-03-29,25.34,1.0,ST003,East,0.0
TXN011333,CUST4356,PROD325,2024-03-29,389.52,8.0,ST003,North,0.0
TXN011334,CUST3015,PROD868,2024-03-29,125.07,5.0,ST002,North,0.0
TXN011335,CUST5576,PROD552,2024-03-29,369.59,4.0,ST005,North,0.0
TXN011336,CUST8607,PROD693,2024-03-29,455.85,10.0,ST005,North,0.0
TXN011337,CUST6485,PROD943,2024-03-29,252.3,9.0,ST004,West,0.0
TXN011338,CUST2629,PROD634,2024-03-29,380.8,7.0,ST002,South,0.0
TXN011339,CUST4256,PROD975,2024-03-29,203.02,5.0,ST002,East,0.0
TXN011340,CUST2386,PROD574,2024-03-29,499.76,4.0,ST005,East,0.0
TXN011341,CUST3488,PROD706,2024-03-29,186.63,5.0,ST003,North,0.0
TXN011342,CUST6240,PROD374,2024-03-29,391.74,7.0,ST002,South,7.14
TXN011343,CUST1339,PROD110,2024-03-29,431.81,7.0,ST002,West,0.0
TXN011344,CUST7907,PROD197,2024-03-29,421.16,9.0,ST003,East,0.0
TXN011345,CUST7860,PROD138,2024-03-29,323.39,8.0,ST005,West,0.0
TXN011346,CUST3576,PROD633,2024-03-29,212.65,5.0,ST002,South,15.19
TXN011347,CUST9530,PROD921,2024-03-29,178.01,3.0,ST003,North,0.0
TXN011348,CUST7527,PROD808,2024-03-29,89.21,3.0,ST003,East,0.0
TXN011349,CUST1480,PROD994,2024-03-29,131.22,2.0,ST003,South,0.0
TXN011350,CUST6490,PROD922,2024-03-29,115.49,4.0,ST001,South,0.0
TXN011351,CUST3125,PROD168,2024-03-29,158.3,9.0,ST003,West,0.0
TXN011352,CUST2244,PROD560,2024-03-29,141.06,2.0,ST005,South,0.0
TXN011353,CUST7727,PROD231,2024-03-29,48.49,10.0,ST004,South,1.76
TXN011354,CUST3964,PROD537,2024-03-29,328.63,5.0,ST002,East,0.0
TXN011355,CUST7951,PROD855,2024-03-29,202.45,2.0,ST005,East,0.0
TXN011356,CUST2684,PROD223,2024-03-29,217.63,9.0,ST001,North,0.0
TXN011357,CUST6518,PROD263,2024-03-29,183.72,0.0,ST004,North,0.0
TXN011358,CUST6405,PROD142,2024-03-29,464.16,6.0,ST003,North,39.97
TXN011359,CUST9811,PROD118,2024-03-29,432.66,4.0,ST001,West,0.0
TXN011360,CUST6680,PROD402,2024-03-29,244.43,1.0,ST003,West,0.0
TXN011361,CUST1994,PROD353,2024-03-29,317.11,2.0,ST002,North,24.16
TXN011362,CUST6061,PROD754,2024-03-29,75.5,8.0,ST001,North,3.16
TXN011363,CUST7314,PROD541,2024-03-29,459.55,1.0,ST004,South,32.3
TXN011364,CUST8737,PROD734,2024-03-29,266.69,2.0,ST003,East,0.0
TXN011365,CUST6515,PROD538,2024-03-29,485.05,1.0,ST004,East,0.0
TXN011366,CUST2762,PROD438,2024-03-29,97.04,5.0,ST002,West,0.0
TXN011367,CUST1964,PROD722,2024-03-29,25.01,7.0,ST001,East,1.57
TXN011368,CUST7410,PROD362,2024-03-29,146.62,4.0,ST001,West,0.22
TXN011369,CUST1427,PROD959,2024-03-29,131.56,1.0,ST003,East,0.0
TXN011370,CUST3793,PROD987,2024-03-29,487.37,9.0,ST002,South,0.0
TXN011371,CUST7205,PROD625,2024-03-29,272.02,9.0,ST005,South,7.87
TXN011372,CUST7650,PROD302,2024-03-29,347.61,7.0,ST004,West,0.0
TXN011373,CUST5346,PROD380,2024-03-29,42.29,3.0,ST001,North,0.0
TXN011374,CUST1838,PROD491,2024-03-29,,3.0,ST001,West,0.0
TXN011375,CUST6045,PROD229,2024-03-29,453.56,7.0,ST001,South,0.32
TXN011376,CUST4468,PROD778,2024-03-29,289.63,3.0,ST005,North,0.0
TXN011377,CUST3235,PROD460,2024-03-29,308.14,3.0,ST005,South,0.0
TXN011378,CUST2665,PROD212,2024-03-29,79.76,1.0,ST003,West,0.0
TXN011379,CUST2404,PROD290,2024-03-29,345.27,5.0,ST002,South,0.0
TXN011380,CUST3328,PROD426,2024-03-29,213.44,4.0,ST002,South,0.0
TXN011381,CUST8398,PROD205,2024-03-29,90.42,3.0,ST001,East,0.0
TXN011382,CUST6017,PROD101,2024-03-29,314.24,5.0,ST002,West,0.0
TXN011383,CUST9850,PROD526,2024-03-29,290.7,5.0,ST005,North,11.4
TXN011384,CUST7708,PROD481,2024-03-29,431.23,7.0,ST005,South,1.17
TXN011385,CUST1632,PROD353,2024-03-29,259.03,8.0,ST003,East,0.0
TXN011386,CUST7298,PROD182,2024-03-30,124.79,3.0,ST005,South,12.08
TXN011387,CUST5426,PROD340,2024-03-30,412.33,5.0,ST004,,0.0
TXN011388,CUST8950,PROD236,2024-03-30,366.03,1.0,ST003,North,0.0
TXN011389,CUST4163,PROD717,2024-03-30,491.53,5.0,ST001,East,0.0
TXN011390,CUST2816,PROD875,2024-03-30,218.37,2.0,ST001,North,5.58
TXN011391,CUST6218,PROD964,2024-03-30,401.78,2.0,ST005,West,0.0
TXN011392,CUST4955,PROD884,2024-03-30,75.94,7.0,ST005,West,0.68
TXN011393,CUST4157,PROD579,2024-03-30,243.67,8.0,ST004,North,0.0
TXN011394,CUST6856,PROD715,2024-03-30,15.47,9.0,ST003,South,0.33
TXN011395,CUST5357,PROD417,2024-03-30,210.82,5.0,ST002,North,0.0
TXN011396,CUST5622,PROD709,2024-03-30,470.12,9.0,ST002,North,0.0
TXN011397,CUST8772,PROD892,2024-03-30,477.01,7.0,ST005,North,0.0
TXN011398,CUST8678,PROD624,2024-03-30,255.56,10.0,ST001,North,0.0
TXN011399,CUST3407,PROD515,2024-03-30,441.87,10.0,ST003,North,0.0
TXN011400,CUST1834,PROD965,2024-03-30,414.28,3.0,ST005,East,0.0
TXN011401,CUST1426,PROD479,2024-03-30,94.96,1.0,ST002,North,0.0
TXN011402,CUST6526,PROD598,2024-03-30,445.83,2.0,ST002,West,0.0
TXN011403,CUST4398,PROD323,2024-03-30,491.05,,ST005,North,0.0
TXN011404,CUST1315,PROD175,2024-03-30,106.2,7.0,ST001,East,0.0
TXN011405,CUST5827,PROD607,2024-03-30,136.79,3.0,ST001,East,3.59
TXN011406,CUST9784,PROD285,2024-03-30,232.29,9.0,ST005,North,10.64
TXN011407,CUST7456,PROD697,2024-03-30,97.8,10.0,ST004,South,0.0
TXN011408,CUST5867,PROD879,2024-03-30,242.8,1.0,ST004,South,21.02
TXN011409,CUST6957,PROD739,2024-03-30,37.62,4.0,ST001,East,0.84
TXN011410,CUST2417,PROD758,2024-03-30,445.55,8.0,ST003,North,0.0
TXN011411,CUST6905,PROD735,2024-03-30,490.05,8.0,ST001,North,0.0
TXN011412,CUST5703,PROD163,2024-03-30,239.06,4.0,ST002,West,23.87
TXN011413,CUST1403,PROD898,2024-03-30,294.04,10.0,ST002,South,0.0
TXN011414,CUST9532,PROD527,2024-03-30,349.27,4.0,ST005,East,0.0
TXN011415,CUST5181,PROD807,2024-03-30,197.96,4.0,ST004,West,0.0
TXN011416,CUST7375,PROD336,2024-03-30,295.9,9.0,ST005,North,3.48
TXN011417,CUST1009,PROD588,2024-03-30,124.8,3.0,ST001,East,8.02
TXN011418,CUST2049,PROD728,2024-03-30,249.86,4.0,ST003,West,17.08
TXN011419,CUST2444,PROD565,2024-03-30,380.1,8.0,ST003,East,0.0
TXN011420,CUST1299,PROD596,2024-03-30,322.26,6.0,ST004,West,0.0
TXN011421,CUST5829,PROD896,2024-03-30,,10.0,ST001,North,24.16
TXN011422,CUST4113,PROD673,2024-03-30,397.51,9.0,ST003,West,0.0
TXN011423,CUST8549,PROD173,2024-03-30,293.48,2.0,ST002,South,28.54
TXN011424,CUST1901,PROD859,2024-03-30,169.46,5.0,ST004,West,0.0
TXN011425,CUST2746,PROD932,2024-03-30,136.68,8.0,ST005,West,0.0
TXN011426,CUST4256,PROD999,2024-03-30,259.86,3.0,ST004,East,0.0
TXN011427,CUST4703,PROD782,2024-03-30,131.2,6.0,ST002,East,0.0
TXN011428,CUST5566,PROD746,2024-03-30,38.24,1.0,ST003,East,0.0
TXN011429,CUST1454,PROD416,2024-03-30,75.71,2.0,ST003,South,0.0
TXN011430,CUST7856,PROD865,2024-03-30,210.78,2.0,ST005,East,8.38
TXN011431,CUST5279,PROD146,2024-03-30,78.34,9.0,ST001,West,0.0
TXN011432,CUST4568,PROD317,2024-03-30,101.43,3.0,ST001,North,6.8
TXN011433,CUST9843,PROD444,2024-03-30,259.04,5.0,ST004,South,0.0
TXN011434,CUST6437,PROD479,2024-03-30,,3.0,ST001,South,0.0
TXN011435,CUST3320,PROD318,2024-03-30,457.5,1.0,ST005,North,0.0
TXN011436,CUST8573,PROD244,2024-03-30,358.06,1.0,ST004,West,9.89
TXN011437,CUST1823,PROD416,2024-03-30,136.51,6.0,ST004,South,0.0
TXN011438,CUST1981,PROD917,2024-03-30,241.09,8.0,ST005,East,0.0
TXN011439,CUST5556,PROD979,2024-03-30,398.75,1.0,ST001,South,0.0
TXN011440,CUST3975,PROD885,2024-03-30,498.63,10.0,ST002,West,0.0
TXN011441,CUST1920,PROD618,2024-03-30,330.76,6.0,ST004,North,5.45
TXN011442,CUST3930,PROD696,2024-03-30,177.56,8.0,ST001,South,15.88
TXN011443,CUST4142,PROD454,2024-03-30,376.07,4.0,ST003,North,0.0
TXN011444,CUST1969,PROD591,2024-03-30,303.55,9.0,ST004,West,0.0
TXN011445,CUST4980,PROD528,2024-03-30,366.09,10.0,ST001,East,21.45
TXN011446,CUST9675,PROD415,2024-03-30,194.35,4.0,ST003,West,0.0
TXN011447,CUST5218,PROD207,2024-03-30,179.95,5.0,ST004,South,0.0
TXN011448,CUST4570,PROD409,2024-03-30,343.26,2.0,ST005,North,19.0
TXN011449,CUST3920,PROD693,2024-03-30,42.5,4.0,ST005,East,0.0
TXN011450,CUST3384,PROD885,2024-03-30,36.47,8.0,ST003,North,1.31
TXN011451,CUST8503,PROD269,2024-03-30,37.76,7.0,ST003,South,3.33
TXN011452,CUST3264,PROD866,2024-03-30,215.52,9.0,ST001,West,0.0
TXN011453,CUST1582,PROD769,2024-03-30,36.35,7.0,ST004,North,0.0
TXN011454,CUST4378,PROD633,2024-03-30,268.49,9.0,ST001,West,0.0
TXN011455,CUST8532,PROD341,2024-03-30,389.5,4.0,ST005,South,0.0
TXN011456,CUST8913,PROD620,2024-03-30,346.71,10.0,ST001,West,32.63
TXN011457,CUST6539,PROD286,2024-03-30,283.68,9.0,ST001,East,0.0
TXN011458,CUST2569,PROD294,2024-03-30,222.13,10.0,ST002,West,15.65
TXN011459,CUST1385,PROD283,2024-03-30,112.98,10.0,ST004,West,0.0
TXN011460,CUST5407,PROD326,2024-03-30,42.78,5.0,ST003,East,0.88
TXN011461,CUST9402,PROD938,2024-03-30,257.32,4.0,ST002,West,0.0
TXN011462,CUST2882,PROD141,2024-03-30,,6.0,ST003,North,14.48
TXN011463,CUST1227,PROD730,2024-03-30,283.72,7.0,ST004,North,0.0
TXN011464,CUST9939,PROD683,2024-03-30,279.78,10.0,ST001,North,3.12
TXN011465,CUST8920,PROD200,2024-03-30,140.42,9.0,ST003,North,13.77
TXN011466,CUST6554,PROD935,2024-03-30,319.54,1.0,ST002,South,0.0
TXN011467,CUST7959,PROD959,2024-03-30,295.92,1.0,ST004,North,0.0
TXN011468,CUST4335,PROD117,2024-03-30,313.93,3.0,ST004,West,0.0
TXN011469,CUST7871,PROD699,2024-03-30,263.36,9.0,ST002,North,13.02
TXN011470,CUST3892,PROD515,2024-03-30,36.13,5.0,ST005,South,0.0
TXN011471,CUST8861,PROD794,2024-03-30,,4.0,ST004,East,0.0
TXN011472,CUST7577,PROD732,2024-03-30,415.38,9.0,ST002,West,0.0
TXN011473,CUST1955,PROD825,2024-03-30,207.32,3.0,ST005,North,0.0
TXN011474,CUST8367,PROD731,2024-03-30,318.22,9.0,ST005,South,7.15
TXN011475,CUST1837,PROD127,2024-03-30,478.69,8.0,ST004,West,8.6
TXN011476,CUST9511,PROD988,2024-03-30,163.58,1.0,ST002,East,0.0
TXN011477,CUST2317,PROD106,2024-03-30,488.31,9.0,ST005,West,3.63
TXN011478,CUST8669,PROD353,2024-03-30,221.31,3.0,ST002,North,14.9
TXN011479,CUST1497,PROD738,2024-03-30,151.79,6.0,ST005,West,0.0
TXN011480,CUST2702,PROD355,2024-03-30,24.98,3.0,ST001,West,2.09
TXN011481,CUST2274,PROD484,2024-03-30,108.12,5.0,ST005,North,8.25
TXN011482,CUST1333,PROD237,2024-03-30,388.14,3.0,ST003,West,0.0
TXN011483,CUST8483,PROD898,2024-03-30,94.5,2.0,ST005,East,0.0
TXN011484,CUST6068,PROD898,2024-03-30,128.78,7.0,ST001,South,0.0
TXN011485,CUST4115,PROD458,2024-03-30,285.04,9.0,ST002,East,14.98
TXN011486,CUST3504,PROD246,2024-03-30,267.14,1.0,ST005,East,0.0
TXN011487,CUST3761,PROD777,2024-03-30,435.73,7.0,ST002,South,0.0
TXN011488,CUST7715,PROD833,2024-03-30,61.67,4.0,ST003,North,3.29
TXN011489,CUST6627,PROD987,2024-03-30,446.15,3.0,ST003,West,0.0
TXN011490,CUST8309,PROD808,2024-03-30,401.73,1.0,ST005,North,0.0
TXN011491,CUST4384,PROD458,2024-03-30,428.2,8.0,ST002,South,14.79
TXN011492,CUST2531,PROD345,2024-03-30,239.25,3.0,ST005,South,0.0
TXN011493,CUST3897,PROD549,2024-03-30,50.95,5.0,ST002,North,0.0
TXN011494,CUST6475,PROD926,2024-03-30,325.08,1.0,ST001,West,0.0
TXN011495,CUST2220,PROD878,2024-03-30,345.42,7.0,ST001,South,0.0
TXN011496,CUST2032,PROD272,2024-03-30,80.95,2.0,ST002,East,0.0
TXN011497,CUST6045,PROD904,2024-03-30,400.78,3.0,ST002,West,0.0
TXN011498,CUST9437,PROD984,2024-03-30,445.07,9.0,ST005,South,0.0
TXN011499,CUST7697,PROD684,2024-03-30,461.55,1.0,ST002,South,0.0
TXN011500,CUST1756,PROD676,2024-03-30,61.61,6.0,ST004,North,4.29
TXN011501,CUST3975,PROD926,2024-03-30,414.41,5.0,ST001,East,0.0
TXN011502,CUST1372,PROD681,2024-03-30,306.19,3.0,ST001,North,0.0
TXN011503,CUST7611,PROD917,2024-03-30,12.34,10.0,ST005,South,0.0
TXN011504,CUST2809,PROD124,2024-03-30,339.82,5.0,ST004,West,0.0
TXN011505,CUST2787,PROD819,2024-03-30,-10.0,10.0,ST003,South,14.19
TXN011506,CUST2296,PROD336,2024-03-30,409.29,7.0,ST005,North,0.0
TXN011507,CUST6011,PROD976,2024-03-30,342.0,6.0,ST004,East,0.0
TXN011508,CUST6936,PROD272,2024-03-30,117.83,6.0,ST005,West,9.52
TXN011509,CUST6980,PROD103,2024-03-30,181.73,6.0,ST002,East,0.06
TXN011510,CUST8973,PROD758,2024-03-30,434.34,6.0,ST003,North,0.0
TXN011511,CUST3777,PROD276,2024-03-30,312.56,4.0,ST003,West,0.0
